X1,Y1
61.985479398069586,94.12617516740133
65.37064163567422,86.0872026233285
58.02202164242602,85.02359653825201
77.9069150260367,50.8686068322102
59.957843517098276,90.34328398225553
97.86435124773239,69.3396854811119
62.14936414804282,97.46376004146718
61.52874467133642,98.35288959021884
83.91832040020316,93.70654479501025
74.72211595739888,78.88932719394747
84.50094420662758,73.99197227570944
96.32747957125564,51.46247016432558
90.37906807002398,63.25862045373424
68.72835214528732,95.49394877903592
81.98776669197076,72.5520610728158
76.28632456271858,97.24330594329754
69.99909156246004,77.24751128579473
57.03562769198308,95.96514496463749
80.70795362097303,69.70127217230933
50.47536749196892,79.66941309265262
72.60284709633186,89.42976010465287
84.57064397012961,59.75280389274349
55.722418542971084,57.410657058168454
61.59826460972997,52.452365909992
79.9775258646998,67.80028509812051
69.13266797481305,64.35886080191517
72.00021889470403,85.41229580926296
86.52890729994596,72.47101910321709
55.356917109727235,76.80704406162526
61.9673790840189,77.84063716893473
74.95538628913091,81.18695346070423
98.9757406480202,78.42599757489289
95.80337500194584,55.30005151132971
78.50503979764144,66.4438444685761
61.025934808637864,55.97933989815818
68.40310307840592,61.32669480420894
67.30373329395843,53.27222872881512
58.89668928778356,93.4010269830118
75.9880946657086,79.07955982801418
67.50755640394945,83.64648922591512
72.77547716799214,85.60653986091312
70.39694017994866,83.58941256703002
63.54646444491058,61.839933060013955
89.79602810428125,88.7421668681449
52.86312930748017,53.18749060299858
57.421420194404384,55.108115890115286
50.953825945432605,77.30567571301299
68.62794031673006,83.31133843548992
79.7612092673665,72.99923311562846
53.286290410209325,98.43290292018388
